[METADATA]
Name: brd14051
Dimension: 14051

[TSP_DATA_INFO]
Type: TSP, Traveling salesman problem (TSP) 
4455: (4353, 4875)
4456: (4353, 4982)
4457: (4353, 5739)
4458: (4353, 6101)
4459: (4354, 4455)
4460: (4354, 6014)
4461: (4355, 4492)
4462: (4355, 4946)
4463: (4355, 6127)
4464: (4355, 9423)
4465: (4356, 4906)
4466: (4356, 5072)
4467: (4356, 5602)
4468: (4356, 5950)
4469: (4356, 8551)
4470: (4357, 3849)
4471: (4357, 4348)
4472: (4357, 4970)
4473: (4357, 6445)
4474: (4358, 4548)
4475: (4359, 3211)
4476: (4359, 5457)
4477: (4359, 5851)
4478: (4359, 7885)
4479: (4360, 5815)
4480: (4360, 6534)
4481: (4360, 6652)
4482: (4360, 9182)
4483: (4361, 3884)
4484: (4361, 7371)
4485: (4361, 7980)
4486: (4362, 5077)
4487: (4362, 5102)
4488: (4362, 5488)
4489: (4362, 8041)
4490: (4363, 4537)
4491: (4363, 6039)
4492: (4363, 6159)
4493: (4363, 6594)
4494: (4363, 8805)
4495: (4364, 2800)
4496: (4364, 3399)
4497: (4364, 4972)
4498: (4364, 5169)
4499: (4364, 5209)
4500: (4364, 5721)
4501: (4365, 3935)
4502: (4365, 4588)
4503: (4365, 5992)
4504: (4365, 6810)
4505: (4366, 3052)
4506: (4366, 5003)
4507: (4366, 5070)
4508: (4366, 6404)
4509: (4366, 6867)
4510: (4366, 7461)
4511: (4366, 8972)
4512: (4367, 4102)
4513: (4367, 4427)
4514: (4367, 4613)
4515: (4368, 4074)
4516: (4368, 5134)
4517: (4368, 5361)
4518: (4368, 5381)
4519: (4368, 6098)
4520: (4368, 6402)
4521: (4368, 8477)
4522: (4369, 8179)
4523: (4369, 9380)
4524: (4370, 4566)
4525: (4370, 6291)
4526: (4370, 7071)
4527: (4370, 9261)
4528: (4371, 4253)
4529: (4371, 6977)
4530: (4372, 6751)
4531: (4373, 3314)
4532: (4373, 4408)
4533: (4374, 3895)
4534: (4374, 4925)
4535: (4374, 5174)
4536: (4374, 6024)
4537: (4375, 2866)
4538: (4375, 3792)
4539: (4375, 4908)
4540: (4375, 6494)
4541: (4375, 7229)
4542: (4375, 9056)
4543: (4376, 4354)
4544: (4376, 5802)
4545: (4376, 5966)
4546: (4376, 7203)
4547: (4376, 7722)
4548: (4377, 2725)
4549: (4377, 2888)
4550: (4377, 4537)
4551: (4377, 4989)
4552: (4377, 5893)
4553: (4377, 5894)
4554: (4377, 6090)
4555: (4377, 8425)
4556: (4378, 3141)
4557: (4378, 4450)
4558: (4378, 4664)
4559: (4378, 5414)
4560: (4378, 5668)
4561: (4379, 3102)
4562: (4379, 4867)
4563: (4379, 4877)
4564: (4380, 4141)
4565: (4381, 5284)
4566: (4382, 3971)
4567: (4382, 6034)
4568: (4382, 7134)
4569: (4383, 3689)
4570: (4384, 2960)
4571: (4384, 5061)
4572: (4384, 6229)
4573: (4385, 3477)
4574: (4385, 5614)
4575: (4385, 7922)
4576: (4385, 8140)
4577: (4386, 3186)
4578: (4386, 4008)
4579: (4387, 4857)
4580: (4387, 4875)
4581: (4387, 5044)
4582: (4388, 4845)
4583: (4388, 5244)
4584: (4388, 6692)
4585: (4389, 5533)
4586: (4389, 5556)
4587: (4389, 8705)
4588: (4389, 9113)
4589: (4390, 3642)
4590: (4391, 2849)
4591: (4391, 6189)
4592: (4392, 4610)
4593: (4392, 5035)
4594: (4393, 6834)
4595: (4393, 7533)
4596: (4393, 8855)
4597: (4394, 4519)
4598: (4394, 5457)
4599: (4394, 5569)
4600: (4395, 4307)
4601: (4395, 7052)
4602: (4395, 7835)
4603: (4395, 7986)
4604: (4396, 4953)
4605: (4396, 5309)
4606: (4396, 6435)
4607: (4396, 6866)
4608: (4396, 7630)
4609: (4396, 9159)
4610: (4397, 4533)
4611: (4397, 4783)
4612: (4397, 4901)
4613: (4397, 5425)
4614: (4398, 6142)
4615: (4398, 6322)
4616: (4398, 6369)
4617: (4398, 7052)
4618: (4398, 8393)
4619: (4398, 8679)
4620: (4398, 9361)
4621: (4399, 5645)
4622: (4400, 4572)
4623: (4400, 4583)
4624: (4400, 4994)
4625: (4400, 5057)
4626: (4400, 5834)
4627: (4400, 6291)
4628: (4401, 4983)
4629: (4401, 6012)
4630: (4402, 3320)
4631: (4402, 5727)
4632: (4402, 7910)
4633: (4402, 8763)
4634: (4403, 3962)
4635: (4403, 5157)
4636: (4403, 5925)
4637: (4403, 8511)
4638: (4403, 9138)
4639: (4404, 3015)
4640: (4404, 3802)
4641: (4404, 4819)
4642: (4404, 5235)
4643: (4404, 6943)
4644: (4405, 5408)
4645: (4405, 6541)
4646: (4406, 3273)
4647: (4406, 3757)
4648: (4406, 3921)
4649: (4406, 4762)
4650: (4406, 4839)
4651: (4406, 5097)
4652: (4406, 5192)
4653: (4406, 5788)
4654: (4406, 8877)
4655: (4407, 3906)
4656: (4407, 5212)
4657: (4407, 5787)
4658: (4407, 8263)
4659: (4408, 4873)
4660: (4408, 7239)
4661: (4408, 8344)
4662: (4409, 2741)
4663: (4409, 3218)
4664: (4409, 4038)
4665: (4409, 4060)
4666: (4409, 4396)
4667: (4409, 4565)
4668: (4409, 5115)
4669: (4409, 5370)
4670: (4409, 9303)
4671: (4410, 2889)
4672: (4410, 4726)
4673: (4410, 7417)
4674: (4410, 8817)
4675: (4411, 4947)
4676: (4411, 9007)
4677: (4412, 4488)
4678: (4412, 4746)
4679: (4412, 4855)
4680: (4412, 8566)
4681: (4413, 3638)
4682: (4413, 4162)
4683: (4413, 4364)
4684: (4413, 6718)
4685: (4413, 8424)
4686: (4414, 5062)
4687: (4414, 5356)
4688: (4414, 7586)
4689: (4414, 7945)
4690: (4415, 3438)
4691: (4415, 4115)
4692: (4416, 6680)
4693: (4416, 7763)
4694: (4416, 8909)
4695: (4416, 9217)
4696: (4417, 7353)
4697: (4418, 4717)
4698: (4418, 5750)
4699: (4418, 6628)
4700: (4418, 6792)
4701: (4419, 4254)
4702: (4419, 5143)
4703: (4419, 7651)
4704: (4420, 2858)
4705: (4420, 5166)
4706: (4420, 5553)
4707: (4420, 5645)
4708: (4421, 5337)
4709: (4421, 6591)
4710: (4421, 7474)
4711: (4422, 4196)
4712: (4423, 5314)
4713: (4423, 6914)
4714: (4424, 3493)
4715: (4424, 4870)
4716: (4424, 6088)
4717: (4424, 7151)
4718: (4425, 5044)
4719: (4425, 7731)
4720: (4425, 8446)
4721: (4425, 8840)
4722: (4426, 4909)
4723: (4426, 5254)
4724: (4426, 5820)
4725: (4426, 9163)
4726: (4427, 3544)
4727: (4427, 3784)
4728: (4427, 4836)
4729: (4427, 5002)
4730: (4427, 5078)
4731: (4427, 5279)
4732: (4427, 5777)
4733: (4427, 5950)
4734: (4427, 6147)
4735: (4428, 3371)
4736: (4428, 3397)
4737: (4428, 4732)
4738: (4429, 3306)
4739: (4429, 4054)
4740: (4429, 4539)
4741: (4430, 2780)
4742: (4430, 6829)
4743: (4430, 7318)
4744: (4431, 4435)
4745: (4431, 4904)
4746: (4431, 4979)
4747: (4431, 8536)
4748: (4432, 4591)
4749: (4432, 5403)
4750: (4432, 8238)
4751: (4433, 7033)
4752: (4433, 7870)
4753: (4434, 5372)
4754: (4434, 8037)
4755: (4435, 2932)
4756: (4435, 5316)
4757: (4435, 8945)
4758: (4436, 4770)
4759: (4436, 5696)
4760: (4436, 8109)
4761: (4437, 4573)
4762: (4437, 4816)
4763: (4437, 5574)
4764: (4437, 8753)
4765: (4438, 4151)
4766: (4438, 5643)
4767: (4438, 6044)
4768: (4438, 6209)
4769: (4439, 3891)
4770: (4439, 4871)
4771: (4439, 5205)
4772: (4440, 4960)
4773: (4440, 5030)
4774: (4440, 6268)
4775: (4441, 3167)
4776: (4441, 4485)
4777: (4441, 5359)
4778: (4442, 4007)
4779: (4442, 4218)
4780: (4443, 6389)
4781: (4443, 7821)
4782: (4443, 9040)
4783: (4444, 7500)
4784: (4445, 3068)
4785: (4445, 4588)
4786: (4445, 5075)
4787: (4445, 5259)
4788: (4446, 2822)
4789: (4447, 2909)
4790: (4447, 3244)
4791: (4448, 4177)
4792: (4448, 4771)
4793: (4448, 4887)
4794: (4448, 5100)
4795: (4448, 5339)
4796: (4448, 6334)
4797: (4449, 4722)
4798: (4449, 5022)
4799: (4449, 6151)
4800: (4450, 4396)
4801: (4450, 5878)
4802: (4451, 4292)
4803: (4451, 4946)
4804: (4451, 8874)
4805: (4452, 3113)
4806: (4452, 4259)
4807: (4452, 5228)
4808: (4452, 5754)
4809: (4452, 7389)
4810: (4453, 4081)
4811: (4453, 5687)
4812: (4454, 4530)
4813: (4454, 6868)
4814: (4454, 7690)
4815: (4455, 4485)
4816: (4455, 4845)
4817: (4455, 7735)
4818: (4456, 5116)
4819: (4456, 8188)
4820: (4457, 5492)
4821: (4457, 8433)
4822: (4458, 3987)
4823: (4458, 4441)
4824: (4458, 4899)
4825: (4458, 5055)
4826: (4458, 5212)
4827: (4458, 5371)
4828: (4460, 9089)
4829: (4461, 4674)
4830: (4461, 7222)
4831: (4461, 7899)
4832: (4461, 8708)
4833: (4462, 4327)
4834: (4462, 6188)
4835: (4462, 8791)
4836: (4463, 4750)
4837: (4464, 4787)
4838: (4464, 5009)
4839: (4464, 5135)
4840: (4464, 5200)
4841: (4464, 6060)
4842: (4465, 4196)
4843: (4465, 5230)
4844: (4466, 3392)
4845: (4466, 6740)
4846: (4466, 8296)
4847: (4466, 8996)
4848: (4467, 4808)
4849: (4467, 5155)
4850: (4468, 3103)
4851: (4469, 4596)
4852: (4469, 4881)
4853: (4469, 5417)
4854: (4469, 5833)
4855: (4469, 7236)
4856: (4470, 4127)
4857: (4470, 6789)
4858: (4470, 7947)
4859: (4470, 8261)
4860: (4470, 8658)
4861: (4471, 4575)
4862: (4471, 5647)
4863: (4471, 6423)
4864: (4472, 3035)
4865: (4472, 7563)
4866: (4473, 4377)
4867: (4473, 4544)
4868: (4473, 5296)
4869: (4473, 7991)
4870: (4474, 2712)
4871: (4474, 4404)
4872: (4474, 5126)
4873: (4474, 8879)
4874: (4475, 4092)
4875: (4475, 5249)
4876: (4475, 5272)
4877: (4476, 3422)
4878: (4476, 3753)
4879: (4476, 5626)
4880: (4477, 5178)
4881: (4477, 5339)
4882: (4477, 5923)
4883: (4477, 5982)
4884: (4477, 7177)
4885: (4478, 2702)
4886: (4478, 4737)
4887: (4478, 5379)
4888: (4478, 5380)
4889: (4478, 5713)
4890: (4478, 5795)
4891: (4478, 6483)
4892: (4478, 7114)
4893: (4478, 7476)
4894: (4479, 4979)
4895: (4479, 8607)
4896: (4480, 4310)
4897: (4480, 4488)
4898: (4480, 7029)
4899: (4480, 7158)
4900: (4480, 7635)
4901: (4481, 4560)
4902: (4481, 5287)
4903: (4481, 6681)
4904: (4481, 7315)
4905: (4482, 3211)
4906: (4482, 4445)
4907: (4483, 4227)
4908: (4483, 7921)
4909: (4483, 8751)
4910: (4484, 3003)
4911: (4484, 4842)
4912: (4484, 5024)
4913: (4484, 5136)
4914: (4484, 6646)
4915: (4485, 5683)
4916: (4485, 8348)
4917: (4485, 8515)
4918: (4486, 2747)
4919: (4486, 4807)
4920: (4486, 5952)
4921: (4486, 7999)
4922: (4487, 5387)
4923: (4487, 6126)
4924: (4488, 2847)
4925: (4488, 4783)
4926: (4488, 4899)
4927: (4488, 5393)
4928: (4488, 6287)
4929: (4488, 6512)
4930: (4489, 3685)
4931: (4489, 5171)
4932: (4489, 8862)
4933: (4490, 3154)
4934: (4490, 5156)
4935: (4492, 5080)
4936: (4493, 7291)
4937: (4494, 4243)
4938: (4494, 5190)
4939: (4494, 6045)
4940: (4494, 9102)
4941: (4496, 5272)
4942: (4496, 7785)
4943: (4496, 8480)
4944: (4497, 6973)
4945: (4498, 4309)
4946: (4498, 4684)
4947: (4498, 5593)
4948: (4498, 5872)
4949: (4498, 6207)
4950: (4498, 7703)
4951: (4499, 6021)
4952: (4499, 6060)
4953: (4500, 4878)
4954: (4500, 5446)
4955: (4500, 6665)
4956: (4501, 4054)
4957: (4501, 4434)
4958: (4501, 4951)
4959: (4501, 6884)
4960: (4501, 7412)
4961: (4501, 8658)
4962: (4502, 5535)
4963: (4502, 6572)
4964: (4503, 3739)
4965: (4503, 7843)
4966: (4504, 3300)
4967: (4504, 4403)
4968: (4504, 4747)
4969: (4504, 5383)
4970: (4504, 6114)
4971: (4505, 3635)
4972: (4505, 4910)
4973: (4505, 5364)
4974: (4505, 8296)
4975: (4506, 5209)
4976: (4506, 7554)
4977: (4506, 8979)
4978: (4507, 4277)
4979: (4507, 4286)
4980: (4507, 5304)
4981: (4507, 6552)
4982: (4507, 8093)
4983: (4508, 4547)
4984: (4508, 6244)
4985: (4508, 6491)
4986: (4508, 8186)
4987: (4509, 2959)
4988: (4509, 5340)
4989: (4509, 6143)
4990: (4509, 8214)
4991: (4510, 4458)
4992: (4511, 2770)
4993: (4511, 2830)
4994: (4511, 3031)
4995: (4511, 4896)
4996: (4511, 4926)
4997: (4511, 7619)
4998: (4512, 4009)
4999: (4512, 4143)
5000: (4512, 4571)
5001: (4512, 5973)
5002: (4512, 8239)
5003: (4513, 3483)
5004: (4513, 5056)
5005: (4513, 5563)
5006: (4513, 5646)
5007: (4514, 6832)
5008: (4514, 9062)
5009: (4514, 9354)
5010: (4515, 2935)
5011: (4515, 3371)
5012: (4515, 3414)
5013: (4515, 5094)
5014: (4515, 5785)
5015: (4515, 9154)
5016: (4515, 9315)
5017: (4516, 3000)
5018: (4516, 5660)
5019: (4517, 6930)
5020: (4518, 4031)
5021: (4518, 4798)
5022: (4518, 5001)
5023: (4518, 6310)
5024: (4518, 8418)
5025: (4518, 8767)
5026: (4519, 6707)
5027: (4519, 8709)
5028: (4521, 3870)
5029: (4521, 3988)
5030: (4521, 5892)
5031: (4521, 7721)
5032: (4523, 4069)
5033: (4523, 4277)
5034: (4523, 4309)
5035: (4523, 4411)
5036: (4523, 4539)
5037: (4523, 5627)
5038: (4524, 4623)
5039: (4525, 2782)
5040: (4525, 3051)
5041: (4525, 5239)
5042: (4525, 5350)
5043: (4525, 7436)
5044: (4526, 3970)
5045: (4526, 5123)
5046: (4526, 7069)
5047: (4527, 3114)
5048: (4527, 6110)
5049: (4528, 5179)
5050: (4528, 5502)
5051: (4528, 6430)
5052: (4529, 3246)
5053: (4529, 3914)
5054: (4529, 4598)
5055: (4529, 5824)
5056: (4530, 5157)
5057: (4530, 5291)
5058: (4530, 8826)
5059: (4531, 2685)
5060: (4531, 5455)
5061: (4531, 7976)
5062: (4532, 4257)
5063: (4532, 4282)
5064: (4533, 4762)
5065: (4533, 4866)
5066: (4533, 7359)
5067: (4533, 8015)
5068: (4534, 3835)
5069: (4534, 5203)
5070: (4534, 6287)
5071: (4534, 6331)
5072: (4535, 3505)
5073: (4535, 5394)
5074: (4535, 6069)
5075: (4535, 7032)
5076: (4535, 7118)
5077: (4535, 7873)
5078: (4536, 6164)
5079: (4536, 8538)
5080: (4537, 3720)
5081: (4537, 7757)
5082: (4538, 4189)
5083: (4538, 4920)
5084: (4538, 5050)
5085: (4538, 6202)
5086: (4538, 6901)
5087: (4539, 4973)
5088: (4539, 7645)
5089: (4540, 2829)
5090: (4540, 5221)
5091: (4540, 9012)
5092: (4541, 9392)
5093: (4542, 5368)
5094: (4542, 5539)
5095: (4542, 6455)
5096: (4542, 7177)
5097: (4542, 8729)
5098: (4543, 3736)
5099: (4543, 4282)
5100: (4543, 4295)
5101: (4543, 6534)
5102: (4544, 2735)
5103: (4544, 2870)
5104: (4544, 3411)
5105: (4544, 4515)
5106: (4544, 10673)
5107: (4545, 5995)
5108: (4545, 6355)
5109: (4545, 10781)
5110: (4546, 2819)
5111: (4546, 2962)
5112: (4546, 4330)
5113: (4546, 5435)
5114: (4546, 6398)
5115: (4547, 4700)
5116: (4548, 7833)
5117: (4549, 4261)
5118: (4549, 4817)
5119: (4549, 7243)
5120: (4550, 4021)
5121: (4550, 7963)
5122: (4551, 5139)
5123: (4551, 5472)
5124: (4551, 6988)
5125: (4551, 7599)
5126: (4552, 5683)
5127: (4553, 4269)
5128: (4554, 2936)
5129: (4554, 4128)
5130: (4554, 5864)
5131: (4555, 3457)
5132: (4555, 4384)
5133: (4555, 8101)
5134: (4556, 6324)
5135: (4556, 10842)
5136: (4557, 3743)
5137: (4557, 4624)
5138: (4557, 8455)
5139: (4558, 3023)
5140: (4558, 4253)
5141: (4558, 5760)
5142: (4558, 6772)
5143: (4559, 3161)
5144: (4559, 4740)
5145: (4560, 2746)
5146: (4560, 2765)
5147: (4560, 3772)
5148: (4560, 5601)
5149: (4560, 8854)
5150: (4561, 7198)
5151: (4561, 7673)
5152: (4561, 8513)
5153: (4562, 3599)
5154: (4562, 4590)
5155: (4563, 3364)
5156: (4563, 6298)
5157: (4563, 6673)
5158: (4564, 4268)
5159: (4564, 4568)
5160: (4564, 6045)
5161: (4564, 8158)
5162: (4565, 3197)
5163: (4565, 3675)
5164: (4565, 4240)
5165: (4565, 4282)
5166: (4565, 6154)
5167: (4566, 2778)
5168: (4566, 5249)
5169: (4566, 5539)
5170: (4566, 6273)
5171: (4566, 7130)
5172: (4566, 8110)
5173: (4567, 4207)
5174: (4567, 7387)
5175: (4567, 8995)
5176: (4568, 5955)
5177: (4568, 6527)
5178: (4569, 3411)
5179: (4569, 4407)
5180: (4569, 7266)
5181: (4569, 8146)
5182: (4569, 8739)
5183: (4569, 9330)
5184: (4569, 10589)
5185: (4570, 3314)
5186: (4570, 4529)
5187: (4570, 5104)
5188: (4570, 5757)
5189: (4571, 4599)
5190: (4571, 5501)
5191: (4571, 8193)
5192: (4571, 8330)
5193: (4571, 8812)
5194: (4572, 4076)
5195: (4572, 5575)
5196: (4572, 7504)
5197: (4572, 10873)
5198: (4573, 3125)
5199: (4573, 3497)
5200: (4573, 9104)
5201: (4574, 4451)
5202: (4574, 5002)
5203: (4574, 6553)
5204: (4574, 8281)
5205: (4574, 9167)
5206: (4575, 2682)
5207: (4575, 3274)
5208: (4575, 3817)
5209: (4575, 5887)
5210: (4575, 6488)
5211: (4575, 9229)
5212: (4576, 5299)
5213: (4576, 5628)
5214: (4576, 5805)
5215: (4576, 7710)
5216: (4576, 9291)
5217: (4577, 6770)
5218: (4577, 7649)
5219: (4578, 2703)
5220: (4578, 3042)
5221: (4578, 4861)
5222: (4578, 4874)
5223: (4578, 4893)
5224: (4578, 8127)
5225: (4579, 4279)
5226: (4579, 5378)
5227: (4579, 7338)
5228: (4579, 10894)
5229: (4580, 2872)
5230: (4580, 9359)
5231: (4581, 7203)
5232: (4581, 7760)
5233: (4581, 8976)
5234: (4582, 5967)
5235: (4582, 6897)
5236: (4582, 8738)
5237: (4583, 4820)
5238: (4584, 6838)
5239: (4584, 8095)
5240: (4584, 8648)
5241: (4585, 4740)
5242: (4585, 5451)
5243: (4585, 5512)
5244: (4585, 6279)
5245: (4585, 7186)
5246: (4585, 10558)
5247: (4586, 2984)
5248: (4587, 4046)
5249: (4587, 6512)
5250: (4588, 3082)
5251: (4588, 6585)
5252: (4588, 8121)
5253: (4588, 8543)
5254: (4589, 4628)
5255: (4589, 5733)
5256: (4589, 6200)
5257: (4589, 6338)
5258: (4589, 8935)
5259: (4589, 9144)
5260: (4590, 3627)
5261: (4590, 5548)
5262: (4590, 6416)
5263: (4591, 7078)
5264: (4592, 7881)
5265: (4593, 3228)
5266: (4593, 5086)
5267: (4593, 5399)
5268: (4593, 7959)
5269: (4593, 10835)
5270: (4594, 3685)
5271: (4594, 4710)
5272: (4594, 7549)
5273: (4594, 7847)
5274: (4595, 4120)
5275: (4595, 5657)
5276: (4595, 5785)
5277: (4595, 5938)
5278: (4595, 5997)
5279: (4596, 4284)
5280: (4596, 4310)
5281: (4596, 5433)
5282: (4597, 4789)
5283: (4597, 8040)
5284: (4598, 7614)
5285: (4598, 7690)
5286: (4599, 2914)
5287: (4599, 3307)
5288: (4600, 5224)
5289: (4600, 8689)
5290: (4601, 3014)
5291: (4601, 6907)
5292: (4602, 6999)
5293: (4602, 7125)
5294: (4602, 9049)
5295: (4603, 4534)
5296: (4603, 5479)
5297: (4603, 6103)
5298: (4603, 10816)
5299: (4604, 4194)
5300: (4604, 4685)
5301: (4604, 5343)
5302: (4604, 5683)
5303: (4604, 7807)
5304: (4605, 3171)
5305: (4606, 3195)
5306: (4606, 3277)
5307: (4606, 3435)
5308: (4606, 3520)
5309: (4606, 4300)
5310: (4606, 5034)
5311: (4606, 7042)
5312: (4606, 7394)
5313: (4606, 8126)
5314: (4607, 3808)
5315: (4607, 4990)
5316: (4607, 5323)
5317: (4608, 7263)
5318: (4608, 7290)
5319: (4609, 5395)
5320: (4609, 6167)
5321: (4609, 7774)
5322: (4609, 8332)
5323: (4610, 3805)
5324: (4610, 4261)
5325: (4610, 4808)
5326: (4610, 4821)
5327: (4610, 4832)
5328: (4610, 4853)
5329: (4610, 4889)
5330: (4610, 5535)
5331: (4610, 6440)
5332: (4610, 8554)
5333: (4611, 3661)
5334: (4611, 4244)
5335: (4611, 4249)
5336: (4611, 4489)
5337: (4611, 4775)
5338: (4611, 4792)
5339: (4611, 4808)
5340: (4611, 4874)
5341: (4611, 6299)
5342: (4611, 7630)
5343: (4611, 8330)
5344: (4612, 4240)
5345: (4612, 4269)
5346: (4612, 4809)
5347: (4613, 2741)
5348: (4613, 3770)
5349: (4613, 3900)
5350: (4613, 4221)
5351: (4613, 5890)
5352: (4613, 7451)
5353: (4613, 10530)
5354: (4614, 3584)
5355: (4614, 4342)
5356: (4614, 5455)
5357: (4614, 5814)
5358: (4615, 6802)
5359: (4615, 9329)
5360: (4616, 4931)
5361: (4616, 9100)
5362: (4617, 4186)
5363: (4617, 7420)
5364: (4617, 8483)
5365: (4618, 5136)
5366: (4618, 5170)
5367: (4618, 6366)
5368: (4618, 10624)
5369: (4619, 3076)
5370: (4619, 3458)
5371: (4619, 3487)
5372: (4619, 5199)
5373: (4619, 5587)
5374: (4620, 4218)
5375: (4621, 4390)
5376: (4621, 5428)
5377: (4621, 6037)
5378: (4621, 8605)
5379: (4622, 3435)
5380: (4622, 5067)
5381: (4623, 6479)
5382: (4624, 2921)
5383: (4624, 3329)
5384: (4624, 4561)
5385: (4624, 10646)
5386: (4625, 4778)
5387: (4625, 4801)
5388: (4625, 4807)
5389: (4625, 5935)
5390: (4625, 7716)
5391: (4626, 4823)
5392: (4626, 4851)
5393: (4626, 4860)
5394: (4626, 7077)
5395: (4626, 8069)
5396: (4627, 2978)
5397: (4627, 3684)
5398: (4627, 4368)
5399: (4627, 8792)
5400: (4628, 5246)
5401: (4628, 6707)
5402: (4628, 9219)
5403: (4629, 3106)
5404: (4629, 4045)
5405: (4629, 4454)
5406: (4629, 5106)
5407: (4629, 7830)
5408: (4629, 8024)
5409: (4630, 6317)
5410: (4630, 6415)
5411: (4630, 6911)
5412: (4630, 7574)
5413: (4631, 5294)
5414: (4631, 6318)
5415: (4631, 7327)
5416: (4631, 8290)
5417: (4632, 3935)
5418: (4632, 4220)
5419: (4632, 4279)
5420: (4632, 6522)
5421: (4632, 6775)
5422: (4632, 9254)
5423: (4633, 5458)
5424: (4633, 7207)
5425: (4633, 8352)
5426: (4634, 3395)
5427: (4634, 6265)
5428: (4634, 7654)
5429: (4635, 10808)
5430: (4636, 4120)
5431: (4636, 4606)
5432: (4636, 6166)
5433: (4636, 8938)
5434: (4636, 10612)
5435: (4637, 3548)
5436: (4637, 3703)
5437: (4637, 10966)
5438: (4638, 3045)
5439: (4638, 5574)
5440: (4638, 8095)
5441: (4638, 9167)
5442: (4639, 3548)
5443: (4639, 4176)
5444: (4639, 4775)
5445: (4639, 5197)
5446: (4639, 5514)
5447: (4639, 6747)
5448: (4640, 4751)
5449: (4640, 4860)
5450: (4640, 5219)
5451: (4640, 10640)
5452: (4641, 3653)
5453: (4641, 5866)
5454: (4641, 6678)
5455: (4641, 8841)
5456: (4641, 8981)
5457: (4642, 5442)
5458: (4642, 5490)
5459: (4643, 6220)
5460: (4644, 5543)
5461: (4644, 6844)
5462: (4645, 6893)
5463: (4645, 7550)
5464: (4646, 8322)
5465: (4646, 10647)
5466: (4647, 7883)
5467: (4648, 2980)
5468: (4648, 6000)
5469: (4648, 8522)
5470: (4649, 2944)
5471: (4649, 6493)
5472: (4649, 7401)
5473: (4649, 8285)
5474: (4650, 3307)
5475: (4650, 5274)
5476: (4650, 5705)
5477: (4650, 10612)
5478: (4651, 3181)
5479: (4651, 3343)
5480: (4651, 4519)
5481: (4651, 5171)
5482: (4651, 5582)
5483: (4651, 7762)
5484: (4651, 9211)
5485: (4652, 8923)
5486: (4653, 4598)
5487: (4653, 4790)
5488: (4653, 4801)
5489: (4653, 4846)
5490: (4654, 3506)
5491: (4654, 4274)
5492: (4654, 6816)
5493: (4655, 3015)
5494: (4655, 4680)
5495: (4655, 7981)
5496: (4655, 9082)
5497: (4656, 5914)
5498: (4657, 4110)
5499: (4657, 6925)
5500: (4657, 7947)
5501: (4658, 3526)
5502: (4658, 7846)
5503: (4658, 9259)
5504: (4659, 3471)
5505: (4659, 3873)
5506: (4659, 4328)
5507: (4659, 4767)
5508: (4659, 4778)
5509: (4659, 6599)
5510: (4660, 4811)
5511: (4660, 7601)
5512: (4661, 3596)
5513: (4661, 5472)
5514: (4661, 7475)
5515: (4661, 8768)
5516: (4662, 7205)
5517: (4663, 4711)
5518: (4663, 5449)
5519: (4663, 7014)
5520: (4664, 4736)
5521: (4664, 4743)
5522: (4664, 5530)
5523: (4664, 7798)
5524: (4664, 8123)
5525: (4664, 8573)
5526: (4665, 4255)
5527: (4665, 6032)
5528: (4665, 6133)
5529: (4666, 3137)
5530: (4666, 3259)
5531: (4666, 3796)
5532: (4666, 4423)
5533: (4666, 5553)
5534: (4667, 5507)
5535: (4668, 3091)
5536: (4668, 7139)
5537: (4668, 8275)
5538: (4668, 8395)
5539: (4668, 8730)
5540: (4669, 4478)
5541: (4669, 7717)
5542: (4670, 3992)
5543: (4670, 4822)
5544: (4670, 4845)
5545: (4670, 5753)
5546: (4670, 6099)
5547: (4670, 6396)
5548: (4670, 9215)
5549: (4671, 7612)
5550: (4672, 4540)
5551: (4672, 4626)
5552: (4672, 5493)
5553: (4672, 5587)
5554: (4672, 6783)
5555: (4673, 3425)
5556: (4673, 3668)
5557: (4673, 5019)
5558: (4673, 10602)
5559: (4674, 3719)
5560: (4674, 4232)
5561: (4674, 6845)
5562: (4675, 4367)
5563: (4675, 5233)
5564: (4675, 5693)
5565: (4675, 5942)
5566: (4675, 6711)
5567: (4675, 9142)
5568: (4676, 8486)
5569: (4676, 9443)
5570: (4677, 6225)
5571: (4678, 7555)
5572: (4678, 9011)
5573: (4679, 2744)
5574: (4679, 2771)
5575: (4679, 3784)
5576: (4679, 6337)
5577: (4679, 6367)
5578: (4680, 3060)
5579: (4680, 4740)
5580: (4680, 7629)
5581: (4681, 4767)
5582: (4681, 4779)
5583: (4681, 4791)
5584: (4681, 4799)
5585: (4681, 5153)
5586: (4681, 8977)
5587: (4681, 9293)
5588: (4681, 9469)
5589: (4682, 3483)
5590: (4682, 3650)
5591: (4682, 3701)
5592: (4682, 3746)
5593: (4682, 4114)
5594: (4683, 5828)
5595: (4683, 6035)
5596: (4683, 8040)
5597: (4683, 8577)
5598: (4683, 8696)
5599: (4683, 9119)
5600: (4684, 3509)
5601: (4684, 4192)
5602: (4684, 6487)
5603: (4686, 5848)
5604: (4686, 7928)
5605: (4686, 10619)
5606: (4687, 8829)
5607: (4688, 4997)
5608: (4688, 9061)
5609: (4688, 9498)
5610: (4689, 4209)
5611: (4689, 4307)
5612: (4689, 6300)
5613: (4690, 3588)
5614: (4690, 4162)
5615: (4690, 6264)
