[METADATA]
Name: d15112
Dimension: 15112

[TSP_DATA_INFO]
Type: TSP, Traveling salesman problem (TSP) 
4006: (16928, 16593)
4007: (14642, 15512)
4008: (4017, 7866)
4009: (12397, 15713)
4010: (557, 8020)
4011: (14807, 19640)
4012: (13235, 7237)
4013: (10320, 5550)
4014: (9547, 10739)
4015: (8769, 10390)
4016: (17576, 11936)
4017: (2597, 16302)
4018: (4441, 15106)
4019: (12378, 10923)
4020: (9878, 10354)
4021: (8054, 5725)
4022: (2798, 7472)
4023: (9849, 8257)
4024: (13807, 2892)
4025: (3864, 7177)
4026: (8214, 12314)
4027: (11761, 13937)
4028: (8176, 7429)
4029: (11418, 13276)
4030: (9031, 17409)
4031: (12419, 18326)
4032: (12149, 19772)
4033: (11373, 1456)
4034: (3116, 6183)
4035: (9678, 6928)
4036: (9729, 9599)
4037: (13340, 12473)
4038: (2721, 9083)
4039: (13999, 11596)
4040: (11804, 13528)
4041: (6258, 4330)
4042: (9655, 1586)
4043: (14307, 16876)
4044: (11145, 2251)
4045: (4893, 5713)
4046: (11589, 10879)
4047: (9021, 12484)
4048: (10473, 13534)
4049: (4764, 4268)
4050: (5157, 7401)
4051: (12030, 10586)
4052: (8075, 8985)
4053: (11455, 9225)
4054: (8024, 7129)
4055: (9281, 5127)
4056: (11093, 3391)
4057: (1497, 8989)
4058: (8950, 7818)
4059: (14358, 11207)
4060: (13644, 10569)
4061: (16300, 12167)
4062: (8078, 9537)
4063: (2433, 5549)
4064: (3425, 16253)
4065: (13081, 11416)
4066: (8370, 10345)
4067: (8282, 3785)
4068: (10083, 3162)
4069: (8407, 11165)
4070: (15353, 18224)
4071: (9204, 12455)
4072: (11521, 10302)
4073: (8632, 9928)
4074: (11632, 14973)
4075: (13298, 3437)
4076: (9056, 20397)
4077: (2405, 14361)
4078: (9871, 10394)
4079: (11353, 7840)
4080: (5319, 13296)
4081: (8919, 6064)
4082: (9763, 2864)
4083: (8219, 752)
4084: (2129, 16012)
4085: (9637, 9747)
4086: (12649, 9203)
4087: (8210, 21955)
4088: (12070, 12358)
4089: (12554, 11393)
4090: (2982, 12337)
4091: (2356, 8706)
4092: (9828, 14632)
4093: (6539, 20022)
4094: (14089, 10174)
4095: (14338, 10055)
4096: (8117, 6996)
4097: (8664, 13168)
4098: (11967, 11691)
4099: (9164, 21672)
4100: (9170, 14509)
4101: (3589, 10297)
4102: (2101, 7533)
4103: (13385, 19795)
4104: (15698, 16474)
4105: (8748, 3771)
4106: (2902, 9045)
4107: (3327, 10309)
4108: (11283, 13690)
4109: (9861, 11406)
4110: (1057, 8855)
4111: (8022, 15001)
4112: (3694, 10438)
4113: (12911, 16842)
4114: (9561, 19695)
4115: (12310, 17980)
4116: (10187, 16825)
4117: (16543, 16922)
4118: (5593, 9987)
4119: (15443, 14197)
4120: (10060, 9813)
4121: (9280, 15914)
4122: (10968, 2188)
4123: (2207, 8739)
4124: (1992, 8652)
4125: (10270, 10048)
4126: (6378, 11131)
4127: (7403, 16588)
4128: (1135, 7893)
4129: (4952, 7487)
4130: (2448, 6927)
4131: (11880, 13066)
4132: (1419, 8298)
4133: (7797, 3876)
4134: (14238, 22215)
4135: (4856, 8091)
4136: (3408, 7124)
4137: (1878, 8379)
4138: (18026, 12116)
4139: (4173, 9836)
4140: (4066, 9559)
4141: (10346, 16763)
4142: (12029, 18932)
4143: (8610, 13758)
4144: (12278, 15393)
4145: (1648, 8077)
4146: (2271, 13207)
4147: (5417, 10573)
4148: (11234, 16825)
4149: (10829, 18404)
4150: (14079, 17434)
4151: (2989, 6576)
4152: (3150, 7004)
4153: (4376, 14700)
4154: (9221, 20849)
4155: (8522, 12693)
4156: (12497, 20140)
4157: (16224, 19585)
4158: (15783, 10985)
4159: (5046, 8821)
4160: (11181, 7804)
4161: (11487, 20407)
4162: (16331, 18954)
4163: (13594, 11879)
4164: (6487, 8195)
4165: (5145, 3233)
4166: (14345, 15273)
4167: (14937, 12407)
4168: (6255, 9167)
4169: (13287, 13100)
4170: (13289, 10782)
4171: (12140, 13349)
4172: (12533, 13185)
4173: (2725, 9599)
4174: (9421, 9309)
4175: (8362, 12805)
4176: (9500, 9273)
4177: (11317, 9822)
4178: (11647, 12105)
4179: (12180, 11107)
4180: (13034, 6560)
4181: (14663, 11636)
4182: (4209, 5769)
4183: (4120, 5449)
4184: (13865, 6070)
4185: (12612, 12722)
4186: (13670, 20835)
4187: (12846, 15314)
4188: (14791, 15334)
4189: (16154, 15292)
4190: (14595, 16511)
4191: (14669, 19494)
4192: (11814, 14463)
4193: (8619, 19219)
4194: (11488, 15195)
4195: (13852, 15642)
4196: (13598, 13824)
4197: (11467, 14137)
4198: (9282, 3384)
4199: (12209, 17273)
4200: (12200, 1795)
4201: (14143, 12122)
4202: (3923, 2044)
4203: (14619, 22587)
4204: (7428, 23292)
4205: (7184, 19984)
4206: (6799, 21525)
4207: (11937, 1046)
4208: (11678, 14340)
4209: (13331, 11376)
4210: (6338, 18736)
4211: (11648, 20468)
4212: (12288, 13448)
4213: (11584, 10780)
4214: (11185, 19553)
4215: (13776, 20112)
4216: (14174, 20112)
4217: (12427, 18817)
4218: (13636, 17269)
4219: (12940, 20979)
4220: (11587, 13407)
4221: (13272, 20660)
4222: (9708, 5156)
4223: (7923, 21106)
4224: (690, 13588)
4225: (8805, 8196)
4226: (3725, 9941)
4227: (14228, 18455)
4228: (11075, 19498)
4229: (13004, 12671)
4230: (4176, 5532)
4231: (16813, 12057)
4232: (3179, 8511)
4233: (8466, 18233)
4234: (11961, 14383)
4235: (8017, 4539)
4236: (9965, 21573)
4237: (17135, 14789)
4238: (10829, 18486)
4239: (13625, 15615)
4240: (9900, 17979)
4241: (10835, 18182)
4242: (13733, 11270)
4243: (12933, 11216)
4244: (15158, 21902)
4245: (12243, 10430)
4246: (12940, 19086)
4247: (12693, 12244)
4248: (9397, 19778)
4249: (2290, 16132)
4250: (10726, 10350)
4251: (4244, 6915)
4252: (11566, 20248)
4253: (10236, 12349)
4254: (12845, 11156)
4255: (8573, 20831)
4256: (2776, 9761)
4257: (1397, 9298)
4258: (13397, 11069)
4259: (16012, 11009)
4260: (7542, 4037)
4261: (4144, 9460)
4262: (12440, 17400)
4263: (9318, 915)
4264: (15629, 18988)
4265: (11813, 9541)
4266: (13798, 11245)
4267: (11807, 10008)
4268: (18124, 12044)
4269: (15763, 17880)
4270: (9215, 11936)
4271: (14337, 20759)
4272: (13075, 16672)
4273: (10090, 12693)
4274: (12020, 11629)
4275: (12535, 10050)
4276: (15038, 14270)
4277: (16184, 15112)
4278: (15668, 15359)
4279: (4155, 756)
4280: (16475, 15355)
4281: (15113, 12530)
4282: (12146, 13396)
4283: (12833, 14987)
4284: (16107, 11245)
4285: (11947, 10120)
4286: (11952, 11262)
4287: (2784, 7887)
4288: (10392, 10424)
4289: (7798, 8196)
4290: (11407, 10109)
4291: (12361, 10253)
4292: (11900, 9616)
4293: (11178, 10969)
4294: (9538, 19192)
4295: (13122, 15595)
4296: (8124, 12925)
4297: (12658, 16419)
4298: (12268, 13309)
4299: (13484, 15782)
4300: (10389, 18594)
4301: (13086, 10987)
4302: (10972, 7417)
4303: (14760, 12458)
4304: (13102, 13896)
4305: (16416, 11186)
4306: (7262, 21026)
4307: (11761, 13381)
4308: (14384, 20117)
4309: (6584, 8135)
4310: (16475, 11809)
4311: (9528, 11226)
4312: (11809, 16688)
4313: (12180, 19408)
4314: (6694, 22794)
4315: (6618, 22782)
4316: (11098, 19021)
4317: (5235, 16844)
4318: (10249, 9776)
4319: (11641, 8202)
4320: (2419, 7237)
4321: (11192, 17410)
4322: (8624, 6713)
4323: (15111, 17835)
4324: (15813, 13658)
4325: (15304, 18611)
4326: (13343, 15771)
4327: (15929, 18200)
4328: (13937, 15752)
4329: (7365, 14082)
4330: (11540, 11206)
4331: (7733, 22386)
4332: (13743, 12124)
4333: (13277, 15334)
4334: (15500, 17428)
4335: (16903, 16447)
4336: (15270, 14484)
4337: (6983, 3100)
4338: (6354, 3273)
4339: (11796, 14656)
4340: (9489, 9041)
4341: (3951, 6780)
4342: (5448, 5216)
4343: (981, 9079)
4344: (3165, 8712)
4345: (1339, 8166)
4346: (7882, 21996)
4347: (15742, 11406)
4348: (10883, 13050)
4349: (16981, 16449)
4350: (15881, 11307)
4351: (10823, 17696)
4352: (14313, 10604)
4353: (2161, 7817)
4354: (14009, 10406)
4355: (13480, 20066)
4356: (10583, 12130)
4357: (13328, 16079)
4358: (5666, 6672)
4359: (16579, 14691)
4360: (17117, 13882)
4361: (11933, 11932)
4362: (15429, 15806)
4363: (5624, 2248)
4364: (9043, 14111)
4365: (8440, 10971)
4366: (13001, 10374)
4367: (9501, 10898)
4368: (9934, 10640)
4369: (13370, 12637)
4370: (9614, 11110)
4371: (13313, 17338)
4372: (3479, 2060)
4373: (10579, 19482)
4374: (12852, 10304)
4375: (14384, 4925)
4376: (13512, 3877)
4377: (13122, 18879)
4378: (5640, 1029)
4379: (14573, 14814)
4380: (16350, 14670)
4381: (14617, 11334)
4382: (16480, 11343)
4383: (9922, 9508)
4384: (11185, 10132)
4385: (2268, 8052)
4386: (12416, 21537)
4387: (9208, 19132)
4388: (8787, 20047)
4389: (9291, 11959)
4390: (9954, 2399)
4391: (5097, 5505)
4392: (13608, 1350)
4393: (7128, 3463)
4394: (12041, 15202)
4395: (12807, 17800)
4396: (11187, 18402)
4397: (12825, 18457)
4398: (12361, 18369)
4399: (13103, 19358)
4400: (9882, 11048)
4401: (14251, 13082)
4402: (12927, 15181)
4403: (15430, 15349)
4404: (11290, 2195)
4405: (10782, 6998)
4406: (2084, 7616)
4407: (7716, 8521)
4408: (14458, 14252)
4409: (11309, 10219)
4410: (9611, 10709)
4411: (13038, 13614)
4412: (9840, 10474)
4413: (10834, 9805)
4414: (9671, 11541)
4415: (11737, 9826)
4416: (10262, 10325)
4417: (13005, 16279)
4418: (5146, 9365)
4419: (5969, 4083)
4420: (15306, 4663)
4421: (6812, 3615)
4422: (11461, 8823)
4423: (4575, 1146)
4424: (8605, 8106)
4425: (14178, 5729)
4426: (12122, 7283)
4427: (10052, 15799)
4428: (12390, 1989)
4429: (14399, 4737)
4430: (10698, 2172)
4431: (2391, 10029)
4432: (10414, 193)
4433: (15833, 4516)
4434: (11774, 11422)
4435: (11635, 11147)
4436: (9505, 19328)
4437: (15774, 20078)
4438: (16436, 19041)
4439: (10619, 19473)
4440: (10689, 20432)
4441: (13587, 20874)
4442: (13678, 20013)
4443: (13121, 20914)
4444: (15843, 18371)
4445: (12424, 11460)
4446: (8978, 19349)
4447: (12278, 11887)
4448: (1521, 8332)
4449: (13613, 20970)
4450: (14219, 17645)
4451: (11898, 19135)
4452: (12526, 17433)
4453: (14418, 19876)
4454: (6349, 18104)
4455: (11951, 2082)
4456: (5892, 6916)
4457: (10204, 15356)
4458: (11464, 16526)
4459: (13446, 1158)
4460: (14778, 4425)
4461: (7634, 20883)
4462: (14942, 18928)
4463: (10585, 15584)
4464: (16006, 11493)
4465: (17047, 13319)
4466: (11732, 19174)
4467: (7211, 10460)
4468: (6934, 9684)
4469: (7076, 12675)
4470: (9168, 21283)
4471: (13378, 15528)
4472: (11042, 5134)
4473: (992, 12497)
4474: (10539, 2014)
4475: (14409, 11445)
4476: (10986, 13256)
4477: (13381, 11544)
4478: (4826, 10087)
4479: (15768, 17994)
4480: (14528, 21116)
4481: (11646, 1115)
4482: (1937, 8376)
4483: (2458, 8807)
4484: (12623, 10245)
4485: (9954, 21714)
4486: (13599, 21088)
4487: (9954, 7178)
4488: (2634, 8415)
4489: (3366, 482)
4490: (12751, 13366)
4491: (12737, 21200)
4492: (9633, 18886)
4493: (7427, 16646)
4494: (13490, 12082)
4495: (8868, 8081)
4496: (10120, 11974)
4497: (7757, 7534)
4498: (9713, 19007)
4499: (3594, 14770)
4500: (1473, 11703)
4501: (7380, 20158)
4502: (8268, 21310)
4503: (10466, 20234)
4504: (7051, 20742)
4505: (14747, 20664)
4506: (2926, 7614)
4507: (14047, 17337)
4508: (10218, 20152)
4509: (12037, 15805)
4510: (14255, 21037)
4511: (10465, 11976)
4512: (2882, 6406)
4513: (14915, 3316)
4514: (10315, 10508)
4515: (5301, 7721)
4516: (7781, 2673)
4517: (12843, 1822)
4518: (14331, 10463)
4519: (17165, 14218)
4520: (1849, 7064)
4521: (13611, 12097)
4522: (12672, 14556)
4523: (9500, 9630)
4524: (13902, 21130)
4525: (9270, 19957)
4526: (14513, 19859)
4527: (13902, 19778)
4528: (11578, 10270)
4529: (11883, 16086)
4530: (10697, 10453)
4531: (14363, 15401)
4532: (11578, 10951)
4533: (11140, 2420)
4534: (12386, 12668)
4535: (12037, 11710)
4536: (11891, 13439)
4537: (5893, 22650)
4538: (15295, 12666)
4539: (8068, 22675)
4540: (16009, 14755)
4541: (15060, 12682)
4542: (5237, 3644)
4543: (10017, 21155)
4544: (11563, 13666)
4545: (8716, 1443)
4546: (10616, 14215)
4547: (8995, 19533)
4548: (11875, 12124)
4549: (17051, 14024)
4550: (11589, 11877)
4551: (12742, 11818)
4552: (4009, 7897)
4553: (7830, 14642)
4554: (2468, 15174)
4555: (5914, 2896)
4556: (5877, 21624)
4557: (9162, 19179)
4558: (6371, 21636)
4559: (11182, 15152)
4560: (17462, 13752)
4561: (13473, 16292)
4562: (3428, 16868)
4563: (15836, 14121)
4564: (9072, 19879)
4565: (11075, 14062)
4566: (11697, 17575)
4567: (13058, 15246)
4568: (8419, 21180)
4569: (9546, 19852)
4570: (14989, 17674)
4571: (13591, 19215)
4572: (17231, 13310)
4573: (15755, 15100)
4574: (15195, 21110)
4575: (13870, 19353)
4576: (15457, 18106)
4577: (11326, 17326)
4578: (17315, 14361)
4579: (10926, 14386)
4580: (13450, 19395)
4581: (8865, 20364)
4582: (14243, 16008)
4583: (11620, 18708)
4584: (11649, 19914)
4585: (9643, 20044)
4586: (13110, 18149)
4587: (5586, 17386)
4588: (17202, 13815)
4589: (13039, 18845)
4590: (14942, 15558)
4591: (14703, 20852)
4592: (15234, 18038)
4593: (17278, 13547)
4594: (15333, 15079)
4595: (13488, 21804)
4596: (10742, 20110)
4597: (18028, 12341)
4598: (13582, 15747)
4599: (8392, 20810)
4600: (11168, 18632)
4601: (11553, 19986)
4602: (16149, 14613)
4603: (17020, 15448)
4604: (16005, 14040)
4605: (12576, 20961)
4606: (16984, 13390)
4607: (13254, 14438)
4608: (7163, 18415)
4609: (13679, 21972)
4610: (9877, 19846)
4611: (16856, 14860)
4612: (11545, 14272)
4613: (16692, 16833)
4614: (8679, 20176)
4615: (11674, 19397)
4616: (7587, 19708)
4617: (9111, 16431)
4618: (7736, 20091)
4619: (16781, 13632)
4620: (9299, 19172)
4621: (12142, 17942)
4622: (14305, 21159)
4623: (16381, 18356)
4624: (13588, 19317)
4625: (14919, 20501)
4626: (10406, 14178)
4627: (7219, 22037)
4628: (12811, 20617)
4629: (16457, 15286)
4630: (10930, 14794)
4631: (8805, 20584)
4632: (12943, 20036)
4633: (11900, 14170)
4634: (10058, 19937)
4635: (16749, 12647)
4636: (10193, 19647)
4637: (11036, 15032)
4638: (9611, 19935)
4639: (17319, 13720)
4640: (15814, 15354)
4641: (9305, 20014)
4642: (11194, 13629)
4643: (14989, 17399)
4644: (14450, 21667)
4645: (14742, 15392)
4646: (11701, 16571)
4647: (12150, 20221)
4648: (9965, 20098)
4649: (10949, 20078)
4650: (14295, 19701)
4651: (10002, 15583)
4652: (13944, 19119)
4653: (7992, 21411)
4654: (10619, 20390)
4655: (11292, 18269)
4656: (12209, 17603)
4657: (7819, 21940)
4658: (12317, 17800)
4659: (15023, 14533)
4660: (15666, 17587)
4661: (5856, 7539)
4662: (15135, 19240)
4663: (5151, 7912)
4664: (15427, 19379)
4665: (15013, 19354)
4666: (14305, 19137)
4667: (13187, 20666)
4668: (17518, 12336)
4669: (5129, 7291)
4670: (6043, 7729)
4671: (12910, 19931)
4672: (13026, 20366)
4673: (14013, 16803)
4674: (5840, 7772)
4675: (9887, 2524)
4676: (7811, 12068)
4677: (10618, 14349)
4678: (12202, 13616)
4679: (13578, 11996)
4680: (9068, 9006)
4681: (8572, 21387)
4682: (8645, 12059)
4683: (14633, 15633)
4684: (9622, 12389)
4685: (6840, 3683)
4686: (14446, 15293)
4687: (11538, 10805)
4688: (9158, 12749)
4689: (14219, 12426)
4690: (13683, 11959)
4691: (6784, 4966)
4692: (10264, 9974)
4693: (10822, 11627)
4694: (9516, 12286)
4695: (2869, 6042)
4696: (8579, 11694)
4697: (12743, 11982)
4698: (17428, 11883)
4699: (12779, 16932)
4700: (12960, 12110)
4701: (15327, 12084)
4702: (16503, 11728)
4703: (17087, 12321)
4704: (12127, 10638)
4705: (3705, 18851)
4706: (9079, 9094)
4707: (8183, 20589)
4708: (10245, 21859)
4709: (9875, 12048)
4710: (9347, 11708)
4711: (15247, 12306)
4712: (4906, 17369)
4713: (7322, 9986)
4714: (9054, 11247)
4715: (6803, 20741)
4716: (8864, 19447)
4717: (8213, 11080)
4718: (10025, 6956)
4719: (12599, 11011)
4720: (6885, 22899)
4721: (6846, 19660)
4722: (7251, 5134)
4723: (11351, 10636)
4724: (9858, 11442)
4725: (4466, 5853)
4726: (12677, 9723)
4727: (9804, 12498)
4728: (11072, 9843)
4729: (12541, 12009)
4730: (16170, 12527)
4731: (11809, 12539)
4732: (12495, 11851)
4733: (9838, 6212)
4734: (8750, 19595)
4735: (8332, 21043)
4736: (16388, 11801)
4737: (14866, 10729)
4738: (3237, 19484)
4739: (10219, 8715)
4740: (11980, 11349)
4741: (17794, 11512)
4742: (11514, 11616)
4743: (6640, 7286)
4744: (4003, 9579)
4745: (584, 8840)
4746: (12641, 1483)
4747: (12044, 12207)
4748: (15569, 12610)
4749: (10892, 10598)
4750: (12240, 12112)
4751: (16249, 13020)
4752: (11191, 10796)
4753: (6228, 8366)
4754: (12456, 12625)
4755: (12611, 10506)
4756: (656, 9028)
4757: (8730, 7344)
4758: (12519, 12304)
4759: (10597, 12815)
4760: (10449, 10499)
4761: (1738, 8356)
4762: (11560, 11068)
4763: (9460, 12556)
4764: (14946, 15387)
4765: (3508, 9782)
4766: (11419, 4261)
4767: (10525, 11345)
4768: (10799, 11948)
4769: (14151, 17434)
4770: (16058, 12090)
4771: (10785, 11768)
4772: (10814, 9842)
4773: (10865, 11374)
4774: (11152, 13242)
4775: (14410, 10421)
4776: (6353, 7892)
4777: (12020, 13675)
4778: (13174, 12184)
4779: (17097, 11899)
4780: (11419, 10750)
4781: (16127, 13289)
4782: (7708, 7083)
4783: (12823, 11331)
4784: (15887, 11108)
4785: (16212, 11906)
4786: (11195, 11215)
4787: (1697, 5770)
4788: (10431, 11549)
4789: (14487, 10194)
4790: (14756, 11262)
4791: (17578, 11224)
4792: (11202, 11100)
4793: (17438, 11716)
4794: (4184, 10158)
4795: (7351, 22814)
4796: (13468, 12123)
4797: (2973, 5659)
4798: (12960, 11058)
4799: (12863, 11781)
4800: (15498, 12611)
4801: (8519, 11968)
4802: (14071, 13392)
4803: (9766, 11613)
4804: (14759, 11357)
4805: (6476, 7756)
4806: (14763, 10724)
4807: (9593, 12799)
4808: (11031, 829)
4809: (14275, 11895)
4810: (9486, 11796)
4811: (13912, 13121)
4812: (14159, 17838)
4813: (12514, 16302)
4814: (13818, 18205)
4815: (14891, 15791)
4816: (12486, 13249)
4817: (12328, 9476)
4818: (13109, 11826)
4819: (13668, 12652)
4820: (9478, 9886)
4821: (10263, 8870)
4822: (10135, 21399)
4823: (12042, 17562)
4824: (13148, 14692)
4825: (10352, 9389)
4826: (14227, 14618)
4827: (13787, 10754)
4828: (12989, 9599)
4829: (16103, 18871)
4830: (14398, 10833)
4831: (6145, 10000)
4832: (6473, 8891)
4833: (4079, 10624)
4834: (14416, 17274)
4835: (13940, 16626)
4836: (8290, 693)
4837: (7493, 19307)
4838: (15555, 13036)
4839: (16115, 12682)
4840: (13883, 10038)
4841: (14531, 10639)
4842: (15627, 15900)
4843: (7514, 1019)
4844: (14308, 11471)
4845: (15721, 18689)
4846: (14503, 18714)
4847: (7709, 6868)
4848: (4451, 6845)
4849: (13912, 9906)
4850: (15353, 16893)
4851: (11454, 1955)
4852: (16083, 18629)
4853: (12855, 18964)
4854: (12620, 16503)
4855: (7515, 3699)
4856: (3242, 7150)
4857: (14463, 9934)
4858: (15271, 11507)
4859: (9134, 10315)
4860: (7622, 23083)
4861: (7578, 2390)
4862: (14853, 17758)
4863: (15990, 16535)
4864: (7715, 4752)
4865: (13361, 1485)
4866: (17411, 14569)
4867: (12638, 20756)
4868: (4130, 9848)
4869: (6598, 20727)
4870: (7003, 11817)
4871: (7498, 19218)
4872: (9573, 12990)
4873: (9686, 19284)
4874: (11647, 14762)
4875: (7636, 22174)
4876: (4228, 9378)
4877: (6176, 5205)
4878: (13488, 17761)
4879: (11957, 18177)
4880: (3282, 10082)
4881: (12501, 16720)
4882: (14211, 20003)
4883: (9131, 18917)
4884: (13576, 19785)
4885: (10298, 12223)
4886: (10365, 11954)
4887: (15785, 18036)
4888: (8574, 12595)
4889: (10175, 13282)
4890: (8048, 7702)
4891: (16593, 14907)
4892: (12497, 12421)
4893: (9747, 10961)
4894: (9163, 1266)
4895: (8812, 3260)
4896: (9531, 12892)
4897: (12061, 15542)
4898: (10883, 16675)
4899: (16486, 17003)
4900: (11377, 13795)
4901: (9483, 19223)
4902: (15396, 18707)
4903: (12301, 20063)
4904: (4323, 2029)
4905: (15322, 19148)
4906: (14414, 15673)
4907: (12109, 14384)
4908: (5079, 14138)
4909: (14633, 20615)
4910: (7113, 1509)
4911: (3866, 7847)
4912: (4136, 7609)
4913: (3404, 11416)
4914: (8818, 10750)
4915: (11297, 10696)
4916: (12516, 17518)
4917: (3753, 2038)
4918: (9008, 3566)
4919: (10097, 7985)
4920: (6487, 5886)
4921: (2123, 9069)
4922: (4481, 7224)
4923: (9735, 12183)
4924: (3676, 6923)
4925: (4616, 7157)
4926: (9107, 3434)
4927: (5513, 2025)
4928: (10234, 14561)
4929: (4872, 7524)
4930: (12957, 9319)
4931: (9792, 5331)
4932: (10558, 17803)
4933: (16620, 16431)
4934: (15454, 15395)
4935: (14157, 21726)
4936: (4493, 2637)
4937: (4059, 2287)
4938: (4035, 9211)
4939: (3759, 7835)
4940: (12124, 13006)
4941: (10617, 11045)
4942: (12940, 6389)
4943: (12158, 9492)
4944: (14268, 17466)
4945: (9494, 6897)
4946: (11147, 15133)
4947: (8220, 2213)
4948: (10933, 11707)
4949: (12228, 19955)
4950: (17274, 12329)
4951: (11328, 8839)
4952: (1532, 7423)
4953: (6941, 18220)
4954: (11391, 7750)
4955: (12061, 3266)
4956: (12847, 2352)
4957: (13237, 16573)
4958: (7396, 21212)
4959: (2315, 11975)
4960: (11877, 2164)
4961: (9974, 18354)
4962: (14817, 3487)
4963: (9996, 10832)
4964: (10984, 990)
4965: (6953, 12332)
4966: (8643, 16601)
4967: (684, 8898)
4968: (7899, 21892)
4969: (10133, 12348)
4970: (3913, 10284)
4971: (3962, 7635)
4972: (4324, 9588)
4973: (7522, 16615)
4974: (7249, 20746)
4975: (10749, 14385)
4976: (3886, 1081)
4977: (6689, 21479)
4978: (17818, 12716)
4979: (6874, 16803)
4980: (12049, 16297)
4981: (16611, 13784)
4982: (13432, 10316)
4983: (4061, 9913)
4984: (14352, 17469)
4985: (4370, 1094)
4986: (7057, 16907)
4987: (7427, 7708)
4988: (9505, 12797)
4989: (3117, 19525)
4990: (11224, 20591)
4991: (13118, 14893)
4992: (12839, 4681)
4993: (7917, 20488)
4994: (4313, 15074)
4995: (5647, 18646)
4996: (3245, 12463)
4997: (9789, 6624)
4998: (6932, 15761)
4999: (10472, 18904)
5000: (18113, 11747)
5001: (3148, 19661)
5002: (6804, 820)
5003: (8661, 14224)
5004: (2685, 8125)
5005: (3995, 9860)
5006: (4107, 10155)
5007: (11931, 6653)
5008: (2943, 7645)
5009: (4645, 7754)
5010: (4333, 9155)
5011: (2506, 6884)
5012: (13868, 5120)
5013: (6623, 8013)
5014: (16110, 4592)
5015: (4653, 10493)
5016: (5736, 2988)
5017: (11504, 2779)
5018: (14309, 2543)
5019: (12374, 10416)
5020: (9272, 11216)
5021: (9330, 9474)
5022: (6209, 11372)
5023: (3731, 8913)
5024: (11621, 10875)
5025: (6155, 8363)
5026: (11890, 11375)
5027: (17644, 11297)
5028: (4309, 5847)
5029: (13274, 11982)
5030: (11438, 11269)
5031: (14435, 11280)
5032: (9600, 12558)
5033: (9533, 4833)
5034: (11857, 11168)
5035: (5434, 3492)
5036: (10901, 14129)
5037: (13660, 16947)
5038: (10696, 14928)
5039: (15411, 14903)
5040: (3122, 19412)
5041: (17256, 13249)
5042: (10283, 14091)
5043: (9962, 677)
5044: (4155, 10048)
5045: (10975, 15329)
5046: (9198, 3240)
5047: (8994, 1232)
5048: (12608, 18331)
5049: (13052, 1700)
5050: (14886, 10378)
5051: (11976, 2829)
5052: (7406, 14350)
5053: (2276, 15945)
5054: (5047, 14622)
5055: (12095, 12832)
5056: (5515, 11629)
5057: (10238, 7380)
5058: (3693, 7463)
5059: (1059, 9427)
5060: (10019, 7937)
5061: (8907, 11678)
5062: (13855, 2256)
5063: (14827, 11274)
5064: (860, 8111)
5065: (3296, 8758)
5066: (7890, 19485)
5067: (2735, 13687)
5068: (3273, 11928)
5069: (7529, 18640)
5070: (4179, 9419)
5071: (9277, 20175)
5072: (6004, 18484)
5073: (5230, 5597)
5074: (2554, 8944)
5075: (8159, 16358)
5076: (8197, 19249)
5077: (7360, 21380)
5078: (7000, 14710)
5079: (7253, 18314)
5080: (10343, 14584)
5081: (9083, 19430)
